step,solve_rate,response_length,reward,kl_div,timing_s/agent_loop/slowest/num_preempted,val-aux/num_turns/min,_timestamp,timing_s/adv,actor/grad_norm,timing_s/stop_profile,response_length_non_aborted/max,critic/advantages/mean,response_length/clip_ratio,actor/lr,critic/returns/min,perf/total_num_tokens,timing_s/agent_loop/tool_calls/min,global_seqlen/mean,timing_s/values,critic/returns/mean,timing_s/agent_loop/generate_sequences/mean,perf/time_per_step,timing_s/ref,timing_s/testing,perf/mfu/actor_infer,timing_s/agent_loop/num_preempted/mean,critic/rewards/max,timing_s/agent_loop/generate_sequences/max,critic/values/min,val-aux/num_turns/mean,timing_s/agent_loop/slowest/response_length,critic/returns/max,num_turns/max,prompt_length/clip_ratio,perf/max_memory_reserved_gb,response_length_non_aborted/min,response_length_non_aborted/mean,timing_per_token_ms/update_critic,_step,actor/reward_kl_penalty,perf/throughput,num_turns/mean,timing_s/update_actor,timing_per_token_ms/update_actor,timing_s/update_critic,timing_s/agent_loop/num_preempted/max,actor/pg_loss,num_turns/min,global_seqlen/balanced_max,training/epoch,response_length/min,timing_s/step,timing_s/start_profile,perf/max_memory_allocated_gb,critic/lr,timing_s/agent_loop/slowest/tool_calls,response_length_non_aborted/clip_ratio,timing_per_token_ms/gen,response_length/max,global_seqlen/minmax_diff,actor/entropy,response/aborted_ratio,global_seqlen/max,critic/advantages/min,timing_s/agent_loop/slowest/prompt_length,critic/score/min,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/tool_calls/mean,actor/pg_clipfrac,critic/values/max,timing_s/agent_loop/tool_calls/max,actor/ppo_kl,critic/vf_loss,critic/vpred_mean,critic/rewards/min,perf/cpu_memory_used_gb,timing_per_token_ms/values,timing_s/old_log_prob,prompt_length/mean,timing_per_token_ms/ref,prompt_length/max,critic/grad_norm,timing_s/reward,critic/values/mean,actor/reward_kl_penalty_coeff,timing_s/agent_loop/num_preempted/min,_runtime,global_seqlen/balanced_min,global_seqlen/min,timing_s/agent_loop/slowest/generate_sequences,val-aux/num_turns/max,perf/mfu/critic,timing_per_token_ms/adv,critic/score/max,critic/vf_explained_var,val-aux/openai/gsm8k/reward/mean@1,timing_s/save_checkpoint,perf/mfu/actor,prompt_length/min,timing_s/gen,timing_s/update_weights,critic/vf_clipfrac,critic/rewards/mean,actor/pg_clipfrac_lower,critic/advantages/max
314,,5.6015625,0.1484375,0.0,-1.0,,1774994569.5133207,0.0325748150935396,35.15902519226074,4.151300527155399e-05,10.0,-1.3134635601375066e-08,0.0,1e-06,-0.0345816314220428,28241.0,0.0,14120.5,2.21277874999214,0.1316253393888473,0.1775683587316052,32.05266279098578,3.219429592951201,,0.0,-1.0,0.9985532164573668,0.2094210530631244,0.061279296875,,8.0,1.0002541542053225,2.0,0.0,23.9453125,4.0,5.6015625,0.2817806342524274,314.0,1.1907368898391724,440.54062191585314,2.0,11.410798858036287,0.4040508076214116,7.957766891922802,-1.0,-0.0371569865383207,2.0,14121.0,10.0,4.0,32.05266279098578,2.7862959541380405e-05,18.392276287078857,1e-05,0.0,0.0,0.5028659323258962,10.0,19.0,0.1686133593320846,0.0,14130.0,-3.451747417449951,109.0,0.0,0.14534830104094,0.0,0.0175404347246512,1.03125,0.0,0.0027499043835632,0.1693415524205193,0.1739101951243356,-0.0345816314220428,52.54057693481445,0.0783534134765815,3.82081876299344,104.71484375,0.1139984275681173,211.0,17.53905177116394,1.071603037416935e-05,0.1923828125,0.001,-1.0,5422.553115853,14120.0,14111.0,0.2094210530631244,,0.0,0.0011534582732034,1.0,0.3538674116134643,,,0.0,71.0,0.7211097469553351,2.6454303530044854,0.0,0.1419135928153991,0.0,3.4573683738708496
315,0.0720242608036391,5.5390625,0.15234375,0.0,-1.0,2.0,1774994612.5450058,0.0338324999902397,24.675995349884037,0.0001181189436465,14.0,1.84950934567496e-08,0.0,1e-06,-0.0256242603063583,27961.0,0.0,13980.5,2.1976014900719747,0.1514061987400055,0.179224815388352,41.138617045013234,3.267898511956446,1.8797329019289464,0.0,-1.0,0.9970259666442872,0.2094650500221178,-0.07275390625,2.0,7.0,0.9999966025352478,2.0,0.0,23.9453125,3.0,5.5390625,0.2847754019519236,315.0,1.2105302810668943,339.838842533349,2.0,11.341096051968634,0.405604093271651,7.962605013977736,-1.0,0.0098377865215297,2.0,13981.0,10.0,3.0,41.138617045013234,7.808906957507133e-05,18.392276287078857,1e-05,0.0,0.0,0.5106713561398963,14.0,191.0,0.192121222615242,0.0,14076.0,-3.503079652786255,125.0,0.0,0.1401845680084079,0.0,0.0122227884130552,0.890625,0.0,-0.0034032013102205,0.1562208911345806,0.1032257376427878,-0.0256242603063583,52.55953598022461,0.0785952394432235,3.784571496071294,103.68359375,0.1168734491597741,180.0,10.042284905910492,8.462928235530853e-06,0.06787109375,0.001,-1.0,5454.858410252,13980.0,13885.0,0.2094650500221178,2.0,0.0,0.0012099889127799,1.0,0.4096586108207702,0.0720242608036391,9.15206936490722,0.0,56.0,0.724131983006373,2.6426858759950846,0.0,0.1457778364419937,0.0007812500116415,3.4573824405670166
316,,6.3046875,0.140625,0.0,-1.0,,1774994644.8502996,0.0332722530001774,23.221659660339355,4.826299846172333e-05,220.0,3.1907319453239325e-08,0.0,1e-06,-0.0336207151412963,28014.0,0.0,14007.0,2.204241123981774,0.1130046173930168,0.1676112323775669,32.29766960791312,3.2107367020798847,,0.0,-1.0,0.9982852339744568,0.6932852930622175,0.0263671875,,220.0,0.9999399781227112,2.0,0.0,23.9453125,4.0,6.3046875,0.2839333499695882,316.0,1.1951807737350464,433.6845404031318,2.0,11.323792891926132,0.404219065179058,7.954108866048045,-1.0,-0.0033990474184975,2.0,14013.0,10.0,4.0,32.29766960791312,5.268002860248089e-05,18.392276287078857,1e-05,0.0,0.0,0.7584746338454764,220.0,232.0,0.2175377309322357,0.0,14123.0,-2.0717527866363525,117.0,0.0,0.0852872260147705,0.0,0.0202908005521749,1.1015625,0.0,0.0041488012057016,0.1293491310789249,0.2055235810112208,-0.033620610833168,52.55802536010742,0.0786835555073097,3.775402877945453,103.125,0.1146118620004242,238.0,14.00744652748108,1.2048054486513138e-05,0.2119140625,0.001,-1.0,5486.683375502,14001.0,13891.0,0.6932852930622175,,0.0,0.0011877008995565,1.0,0.4932204484939575,,,0.0,64.0,1.224178059026599,2.527245106990449,0.0,0.1340577453374862,0.0,4.196902275085449
317,,5.45703125,0.1640625,0.0,-1.0,,1774994676.6750343,0.0227472059195861,52.70421934127808,6.617000326514244e-05,14.0,-4.266617281700746e-08,0.0,1e-06,-0.035491719841957,28399.0,0.0,14199.5,2.192071237019263,0.1545482724905014,0.1792485797300287,31.81854203506373,3.286391554982401,,0.0,-1.0,0.9984129071235656,0.2096945589873939,-0.2177734375,,7.0,1.0011920928955078,2.0,0.0,23.9453125,4.0,5.45703125,0.2801855774849833,317.0,1.2099924087524414,446.26494778900576,2.0,11.328636755933983,0.3989097065366381,7.95699021499604,-1.0,0.0330557896895697,2.0,14200.0,10.0,4.0,31.81854203506373,2.943398430943489e-05,18.392276287078857,1e-05,0.0,0.0,0.5185883299733592,14.0,67.0,0.1633525043725967,0.0,14233.0,-3.495143413543701,102.0,0.0,0.1366807239828631,0.0,0.013561507104896,0.9921875,0.0,0.0008681777017045,0.2180248406948521,-0.0138317403689143,-0.0354917161166667,52.56497573852539,0.0771883248360598,3.783309113001451,105.4765625,0.1157220872207613,170.0,28.05810832977295,1.1717085726559162e-05,0.0128173828125,0.001,-1.0,5518.283117379,14199.0,14166.0,0.2096945589873939,,0.0,0.0008009861586529,1.0,0.4182180166244507,,,0.0,70.0,0.7244678969727829,2.4813184690428898,0.0,0.1575872600078582,0.0,3.552364587783813
318,,5.29296875,0.15234375,0.0,-1.0,,1774994708.2748652,0.0286026840331032,34.237810134887695,6.050197407603264e-05,25.0,-4.2229122421133525e-09,0.0,1e-06,-0.0246522426605224,28139.0,0.0,14069.5,2.190030874917284,0.1389084905385971,0.1758088335327556,31.59198209096212,3.239408155088313,,0.0,-1.0,0.9979164004325868,0.239746571984142,-0.09130859375,,25.0,0.9999722242355348,2.0,0.0,23.9453125,4.0,5.29296875,0.282701580511203,318.0,1.3092257976531982,445.3503410925592,2.0,11.279089882038534,0.4008347802707464,7.9549397740047425,-1.0,-0.0126062133349478,2.0,14070.0,10.0,4.0,31.59198209096212,5.094707012176514e-05,18.392276287078857,1e-05,0.0,0.0,0.5368432353982682,25.0,13.0,0.1950931102037429,0.0,14076.0,-3.0469648838043213,104.0,0.0,0.1435523519758135,0.0,0.0182330241659656,1.078125,0.0,-0.0008193112931849,0.1530148586607538,0.194431185722351,-0.0246522855013608,52.56885147094727,0.0778290228834458,3.77517389296554,104.625,0.115121651625442,199.0,9.463760018348694,9.29401721805334e-06,0.125,0.001,-1.0,5550.103384865,14069.0,14063.0,0.239746571984142,,0.0,0.0010164783408473,1.0,0.4174063205718994,,,0.0,66.0,0.7274225839646533,2.354595920071006,0.0,0.145565316081047,0.0008223684271797,3.836459398269653
319,,5.33984375,0.09375,0.0,-1.0,,1774994740.0953426,0.0265571600757539,34.513577938079834,4.195398651063442e-05,14.0,1.91851090569628e-09,0.0,1e-06,-0.027368189767003,28225.0,0.0,14112.5,2.240533403935842,0.0812707990407943,0.1759975726422453,31.814568175002933,3.217829070985317,,0.0,-1.0,0.9976760745048524,0.2083008850459009,-0.1435546875,,14.0,0.9999800324440002,2.0,0.0,23.9453125,4.0,5.33984375,0.2814625698472542,319.0,1.359408259391785,443.58609308701386,2.0,11.353171622962693,0.4022381443033725,7.944281033938751,-1.0,0.0263212961581302,2.0,14113.0,10.0,4.0,31.814568175002933,3.390200436115265e-05,18.392276287078857,1e-05,0.0,0.0,0.5171138251775327,14.0,29.0,0.1621042340993881,0.0,14127.0,-3.910957336425781,91.0,0.0,0.1410109129501506,0.0,0.0239818838890641,0.9921875,0.0,0.0065519216259417,0.1652275745582301,-0.0823778997000772,-0.0273681879043579,52.5650520324707,0.079381165772749,3.8286356350872666,104.9140625,0.1140063444104629,201.0,29.269845008850098,1.0966090485453606e-05,0.08544921875,0.001,-1.0,5593.125649743,14112.0,14098.0,0.2083008850459009,,0.0,0.0009409091258017,1.0,0.4010743498802185,,,0.0,68.0,0.7068945990176871,2.4661568709416315,0.0,0.0866512730717659,0.0,5.009357452392578
320,0.0735405610310841,5.44140625,0.11328125,0.0,-1.0,2.0,1774994783.11739,0.0315215410664677,29.344189167022705,9.617605246603488e-05,19.0,1.3692380562702056e-08,0.0,1e-06,-0.0284661650657653,28003.0,0.0,14001.5,2.2051145939622074,0.1079054549336433,0.1645869300823506,40.78707824798767,3.226478324038908,1.876500879996456,0.0,-1.0,0.9980400204658508,0.1957482560537755,-0.2578125,2.0,7.0,0.99997216463089,2.0,0.0,23.9453125,4.0,5.44140625,0.2838455656537986,320.0,1.3220431804656982,343.28274055008586,2.0,11.384454669081606,0.40654410845558,7.948527375003323,-1.0,0.0264058704487979,2.0,14002.0,11.0,4.0,40.78707824798767,0.0002649810630828,18.392276287078857,1e-05,0.0,0.0,0.5019590222161084,19.0,9.0,0.1536552160978317,0.0,14006.0,-3.960095405578613,109.0,0.0,0.0634676229674369,0.0,0.0170030981535092,0.80859375,0.0,0.0045373433877102,0.1393382562964689,0.0809712232730817,-0.0284661464393138,52.03310394287109,0.078745655606978,3.8055148751009256,103.9453125,0.1152190238202659,191.0,20.065701603889465,4.0462007746100426e-05,-0.1123046875,0.001,-1.0,5624.976021031,14001.0,13997.0,0.1957482560537755,2.0,0.0,0.0011256487185825,1.0,0.4995371103286743,0.0735405610310841,8.833826365997083,0.0,72.0,0.699228917947039,2.59335268905852,0.0,0.1063899174332618,0.0007812500116415,4.573150634765625
321,,5.27734375,0.1640625,0.0,-1.0,,1774994814.9679873,0.0340124509530141,37.33727788925171,4.124199040234089e-05,10.0,-3.1765612362733016e-08,0.0,1e-06,-0.029494434595108,27894.0,0.0,13947.0,2.1908379700034857,0.155241921544075,0.163848664991292,31.84035250195302,3.2122417360078543,,0.0,-1.0,0.9986013770103456,0.2016619590576738,0.1328125,,7.0,1.00319242477417,2.0,0.0,23.9453125,3.0,5.27734375,0.2857513881495541,321.0,1.4023606777191162,438.0290701600907,2.0,11.347766436054371,0.406817467414296,7.970749221043661,-1.0,-0.0123731074854731,2.0,13947.0,11.0,3.0,31.84035250195302,5.65660884603858e-05,18.392276287078857,1e-05,0.0,0.0,0.5235349970403025,10.0,180.0,0.1514581441879272,0.0,14037.0,-3.3275928497314453,90.0,0.0,0.0348267519148066,0.0,0.0175388549105264,1.1015625,0.0,-0.0017037808272561,0.1472330190590582,0.1898684509214945,-0.029494447633624,52.17689895629883,0.0785415490787798,3.779479084070772,103.68359375,0.1151588777517693,256.0,14.64491081237793,1.5954021364450455e-05,0.30078125,0.001,-1.0,5657.060690909,13947.0,13857.0,0.2016619590576738,,0.0,0.0012193464886002,1.0,0.5326755046844482,,,0.0,64.0,0.7072957810014486,2.5527865170734003,0.0,0.1567850112915039,0.0008223684271797,3.871664524078369
322,,5.40234375,0.125,0.0,-1.0,,1774994847.0525246,0.0328390860231593,24.715478897094727,4.340603481978178e-05,20.0,7.585262196130316e-09,0.0,1e-06,-0.029396504163742,28138.0,0.0,14069.0,2.230960318935104,0.1135567277669906,0.1816889687956973,32.07917197200004,3.2174356169998646,,0.0,-1.0,0.9981257915496826,0.2169438730925321,-0.1962890625,,7.0,0.9999879598617554,2.0,0.0,23.9453125,4.0,5.40234375,0.2826631755610916,322.0,1.3029654026031494,438.57117048656914,2.0,11.31199240393471,0.4020183525458352,7.953576433937997,-1.0,0.0039264038205146,2.0,14069.0,11.0,4.0,32.07917197200004,2.682104241102934e-05,18.392276287078857,1e-05,0.0,0.0,0.5327333102409478,20.0,188.0,0.1546417325735092,0.0,14163.0,-3.7669830322265625,107.0,0.0,0.1092064870754256,0.0,0.0207770938286557,0.96484375,0.0,0.0086864299300941,0.1002840451983502,0.0580297567939851,-0.0293965060263872,52.17723846435547,0.0792863856327778,3.848158037988469,104.51171875,0.1143448580922547,199.0,17.089016675949097,9.304028935730456e-06,-0.033203125,0.001,-1.0,5689.034154634,14069.0,13975.0,0.2169438730925321,,0.0,0.0011670725006453,1.0,0.6222938895225525,,,0.0,70.0,0.7367701680632308,2.7038670330075547,0.0,0.1180921345949173,0.0,5.031399250030518
323,,5.390625,0.13671875,0.0,-1.0,,1774994879.0260458,0.0332887669792398,18.60620951652527,4.305597394704819e-05,10.0,5.6667605718985214e-08,0.0,1e-06,-0.0285695493221282,28087.0,0.0,14043.5,2.193389744963497,0.125679075717926,0.173602737638248,31.96779491798952,3.232059989008121,,0.0,-1.0,0.99883234500885,0.2047640539240092,0.0157470703125,,7.0,1.0013368129730225,2.0,0.0,23.9453125,4.0,5.390625,0.2835765532805323,323.0,1.2989263534545898,439.3014918929293,2.0,11.399744755006395,0.4058726369853098,7.964814651990309,-1.0,-0.0267964962404221,2.0,14044.0,11.0,4.0,31.96779491798952,2.606899943202734e-05,18.392276287078857,1e-05,0.0,0.0,0.5492823978757783,10.0,689.0,0.1300586909055709,0.0,14388.0,-4.003136157989502,114.0,0.0,0.0581417030189186,0.0,0.0141232350142672,1.359375,0.0,-0.000779702058935,0.1430523343733512,0.2101979321450926,-0.0285695530474185,52.1877555847168,0.0780927028505535,3.7850613249465823,104.32421875,0.1150731651300644,194.0,15.326790690422058,1.3289973139762878e-05,0.279296875,0.001,-1.0,5721.061512785,14043.0,13699.0,0.2047640539240092,,0.0,0.0011852019432207,1.0,0.4943571090698242,,,0.0,63.0,0.758009709068574,2.5590012669563293,0.0,0.1299847215414047,0.0,4.469672679901123
324,,5.359375,0.1328125,0.0,-1.0,,1774994911.053471,0.0325776230311021,53.83037567138672,4.392594564706087e-05,9.0,4.518136531572736e-09,0.0,1e-06,-0.0252080559730529,28100.0,0.0,14050.0,2.241530037019402,0.1284680366516113,0.1814208205237264,32.02144226199016,3.225009397021495,,0.0,-1.0,0.9995499849319458,0.212795658968389,-0.2294921875,,7.0,0.9999767541885376,2.0,0.0,23.9453125,4.0,5.359375,0.284776167900159,324.0,1.2811663150787354,438.7684940936443,2.0,11.338966937968507,0.4035219550878472,8.002210317994468,-1.0,0.0165023140143603,2.0,14050.0,11.0,4.0,32.02144226199016,3.8878992199897766e-05,18.392276287078857,1e-05,0.0,0.0,0.537759113704525,9.0,112.0,0.1345707476139068,0.0,14106.0,-4.2898268699646,107.0,0.0,0.1179010760970413,0.0,0.0101147639215923,1.0234375,0.0,-0.001619271832169,0.1155060781820793,0.0889012276020366,-0.0252080596983432,52.193973541259766,0.0797697522070961,3.792330641997978,104.40625,0.1147690176875976,232.0,11.448315501213074,1.0535935871303082e-05,0.030029296875,0.001,-1.0,5762.527997204,14050.0,13994.0,0.212795658968389,,0.0,0.0011593460153417,1.0,0.5192044973373413,,,0.0,64.0,0.7378055040026084,2.608610499068164,0.0,0.1260373592376709,0.0007102272938936,4.546996116638184
325,0.068991660348749,5.26953125,0.17578125,0.0,-1.0,2.0,1774994952.519878,0.0322467220248654,24.19305229187012,8.913502097129822e-05,10.0,-3.54358213883188e-08,0.0,1e-06,-0.0328470170497894,27073.0,0.0,13536.5,2.195541420020163,0.1613115668296814,0.1740890010173643,39.60560962697491,3.2223207090282813,1.848699192982167,0.0,-1.0,0.9987733960151672,0.2064288529800251,0.046630859375,2.0,10.0,0.9999966025352478,2.0,0.0,23.9453125,4.0,5.26953125,0.2942295210372415,325.0,1.30370831489563,341.7823921281204,2.0,11.34373461897485,0.4190054526271506,7.965675823041238,-1.0,0.0095430534565821,2.0,13537.0,11.0,4.0,39.60560962697491,4.564900882542133e-05,18.392276287078857,1e-05,0.0,0.0,0.5360252135540265,10.0,509.0,0.1305569559335708,0.0,13791.0,-5.092700004577637,118.0,0.0,0.1399718269240111,0.0,0.013391962274909,1.1484375,0.0,0.0005298569033129,0.0876714395853923,0.1931064958043862,-0.0328470095992088,52.20232009887695,0.0810970863967851,3.825620164978318,100.484375,0.1190234074180283,183.0,13.48964297771454,1.0936986654996872e-05,0.28125,0.001,-1.0,5794.410201838,13536.0,13282.0,0.2064288529800251,2.0,0.0,0.0011911026493135,1.0,0.7305390238761902,0.068991660348749,7.65305450395681,0.0,70.0,0.7230980130843818,2.603490226902068,0.0,0.1691223233938217,0.0008223684271797,5.249442100524902
326,,5.3984375,0.14453125,0.0,-1.0,,1774994984.402091,0.0330251010600477,36.13749623298645,4.464806988835335e-05,10.0,-3.9678923258179566e-08,0.0,1e-06,-0.0316054075956344,27723.0,0.0,13861.5,2.1954381689429283,0.1339503675699234,0.164620857133741,31.87583601998631,3.218391239992343,,0.0,-1.0,0.999525547027588,0.1968454810557887,-0.2099609375,,7.0,1.0005707740783691,2.0,0.0,23.9453125,4.0,5.3984375,0.2866031395918303,326.0,1.29412579536438,434.85918271473,2.0,11.29504680505488,0.4074251273330765,7.945498838904314,-1.0,0.0156369446776807,2.0,13862.0,11.0,4.0,31.87583601998631,2.8562964871525764e-05,18.392276287078857,1e-05,0.0,0.0,0.5067944949204385,10.0,289.0,0.1430761367082595,0.0,14006.0,-4.029159069061279,117.0,0.0,0.0401719730580225,0.0,0.013898572186008,0.8515625,0.0,0.0003873542591463,0.1750238080858253,0.0209238113457104,-0.0316054001450538,52.24212265014648,0.0791919405887865,3.840312456013635,102.89453125,0.1160910161235199,201.0,22.780762910842896,1.5452969819307327e-05,-0.052490234375,0.001,-1.0,5826.798699782,13861.0,13717.0,0.1968454810557887,,0.0,0.0011912527886609,1.0,0.472233235836029,,,0.0,65.0,0.700389991980046,2.603302543051541,0.0,0.1377081274986267,0.0,3.8822102546691895
327,,6.1953125,0.1796875,0.0,-1.0,,1774995016.7906752,0.0334791790228337,54.16439723968506,4.128192085772753e-05,231.0,-1.9241852555751396e-08,0.0,1e-06,-0.0315039604902267,28552.0,0.0,14276.0,2.198840192053467,0.1362839639186859,0.1800398391537783,32.38283641892485,3.2241574320942163,,0.0,-1.0,0.9985405206680298,0.756746704922989,0.0576171875,,231.0,1.0000157356262207,2.0,0.0,23.9453125,4.0,6.1953125,0.2794725390494419,327.0,1.3111109733581543,440.8508203332356,2.0,11.312434394960292,0.3962046229672279,7.979499934939668,-1.0,-0.2892209391575306,2.0,14328.0,11.0,4.0,32.38283641892485,3.0505936592817307e-05,18.392276287078857,1e-05,0.0,0.0,0.8047641929377617,231.0,598.0,0.2276720553636551,0.0,14575.0,-3.51592230796814,135.0,0.0,0.0991086949361488,0.0,0.0216726055077742,1.0703125,0.0,0.0043889401558772,0.1594992129830643,0.2437131570186466,-0.0315039604902267,52.252254486083984,0.0770117747286868,3.7802924580173567,105.3359375,0.1129222972854516,193.0,13.580859899520874,1.1146999895572662e-05,0.197265625,0.001,-1.0,5858.76036418,14224.0,13977.0,0.756746704922989,,0.0,0.0011725686124556,1.0,0.4871258735656738,,,0.0,69.0,1.27635600999929,2.53454145998694,0.0,0.1727354526519775,0.0,3.767143726348877
328,,5.42578125,0.14453125,0.0,-1.0,,1774995048.7404964,0.032294578035362,48.60694694519043,4.28749481216073e-05,16.0,3.4329528109111607e-10,0.0,1e-06,-0.0273156091570854,27912.0,0.0,13956.0,2.1840048410231248,0.1372202485799789,0.1791917384880434,31.93554665602278,3.239105339976959,,0.0,-1.0,0.9985041618347168,0.212588756927289,-0.06640625,,8.0,0.9999852180480956,2.0,0.0,23.9453125,4.0,5.42578125,0.2852589125823009,328.0,1.20845627784729,437.0052014552885,2.0,11.331309566972775,0.4059655190231003,7.962146767997183,-1.0,0.0402571465820074,2.0,13956.0,11.0,4.0,31.93554665602278,7.77180539444089e-05,18.392276287078857,1e-05,0.0,0.0,0.5082934981686733,16.0,128.0,0.1687075644731521,0.0,14020.0,-3.9788215160369873,137.0,0.0,0.1140443930635228,0.0,0.0179862319491803,1.015625,0.0,-0.0008433920247625,0.1225613927126687,0.0796647705610666,-0.0273156091570854,52.21349334716797,0.0782460891739439,3.778870252077468,103.60546875,0.116047052879656,206.0,9.972002506256104,9.745010174810886e-06,0.10400390625,0.001,-1.0,5890.788656133,13956.0,13892.0,0.212588756927289,,0.0,0.0011570141170594,1.0,0.5482034087181091,,,0.0,66.0,0.7060196689562872,2.6603269960032776,0.0,0.1380995512008667,0.0,4.184518814086914
329,,5.4609375,0.12890625,0.0,-1.0,,1774995080.7806425,0.0368283869465813,45.02802038192749,4.148297011852264e-05,10.0,-1.3643409735308863e-09,0.0,1e-06,-0.0227156560868024,27475.0,0.0,13737.5,2.2033098289975896,0.1227320507168769,0.1745410746757443,32.02109557692893,3.2375658409437165,,0.0,-1.0,0.9992947578430176,0.2053635600022971,-0.0703125,,7.0,1.0014898777008057,2.0,0.0,23.9453125,4.0,5.4609375,0.2897961068986572,329.0,1.2240159511566162,429.0140531574383,2.0,11.356811341946011,0.4133507312810195,7.962148037040606,-1.0,0.0039402475231327,2.0,13738.0,11.0,4.0,32.02109557692893,3.782706335186958e-05,18.392276287078857,1e-05,0.0,0.0,0.5157201574050764,10.0,189.0,0.1457776874303817,0.0,13832.0,-3.746901512145996,120.0,0.0,0.0590818430064246,0.0,0.0161935616633854,0.91796875,0.0,0.0021095528463774,0.1229255995567655,0.1672766058472916,-0.0227156579494476,52.16274642944336,0.0801932603820778,3.7920200070366255,101.86328125,0.1178367912991343,211.0,10.399085879325868,9.353971108794212e-06,0.0927734375,0.001,-1.0,5935.117531475,13737.0,13643.0,0.2053635600022971,,0.0,0.0013404326459174,1.0,0.5036718845367432,,,0.0,69.0,0.7209767800522968,2.6698600760428235,0.0,0.1223657429218292,0.0007440476329065,4.189675331115723
330,0.0667172100075815,5.40234375,0.1328125,0.0,-1.0,2.0,1774995125.10937,0.0323483099928125,25.39210557937622,5.395105108618736e-05,10.0,1.034353935835952e-09,0.0,1e-06,-0.0249793007969856,27397.0,0.0,13698.5,2.1935084080323577,0.1156056374311447,0.1772024498723112,42.48458135698456,3.224368292023428,1.838569983956404,0.0,-1.0,0.9968014359474182,0.2141795119969174,-0.06787109375,2.0,7.0,0.9999600648880004,2.0,0.0,23.9453125,4.0,5.40234375,0.2906459598497549,330.0,1.2346705198287964,322.43462363194345,2.0,11.330709576024674,0.4135748284857712,7.962827362003736,-1.0,-0.011681058211252,2.0,13699.0,11.0,4.0,42.48458135698456,2.994597889482975e-05,18.392276287078857,1e-05,0.0,0.0,0.4966436623173428,10.0,287.0,0.1636664569377899,0.0,13842.0,-3.657206058502197,101.0,0.0,0.0535916879307478,0.0,0.0152220298768952,0.80859375,0.0,0.0035964526505267,0.0984599513976718,0.0930100076293456,-0.0249793007969856,52.178932189941406,0.0800638174994473,3.790054159006104,101.6171875,0.1176905607191819,164.0,5.797157257795334,1.0816031135618688e-05,0.09228515625,0.001,-1.0,5967.034702372,13698.0,13555.0,0.2141795119969174,2.0,0.0,0.0011807245316207,1.0,0.5501601696014404,0.0667172100075815,10.64902345603332,0.0,65.0,0.6868581849848852,2.5734116359381005,0.0,0.1263247579336166,0.0007812500116415,4.619336128234863
331,,5.62890625,0.125,0.0,-1.0,,1774995157.026626,0.0335400830954313,51.865200996398926,4.17330302298069e-05,14.0,1.2574470353854394e-08,0.0,1e-06,-0.0260900184512138,27856.0,0.0,13928.0,2.1957844010321423,0.1135379523038864,0.1623222500397787,31.91156749799848,3.230198444915004,,0.0,-1.0,1.0017929077148438,0.1958951039705425,-0.1328125,,10.0,1.0032236576080322,2.0,0.0,23.9453125,4.0,5.62890625,0.2853194342712571,331.0,1.177328109741211,436.456153426922,2.0,11.358367957058364,0.4077530139667706,7.9478581610601395,-1.0,0.015918917953968,2.0,13928.0,11.0,4.0,31.91156749799848,2.3304950445890427e-05,18.392276287078857,1e-05,0.0,0.0,0.4953037050509364,14.0,58.0,0.1631964594125747,0.0,13957.0,-3.0451929569244385,95.0,0.0,0.0379114670213311,0.0,0.0200761284213513,0.86328125,0.0,0.0043318895568518,0.1634244179003872,0.0718235099921003,-0.0260900184512138,52.21970748901367,0.078826263678638,3.781652475008741,103.18359375,0.1159605989702399,217.0,9.076790571212769,1.3409997336566448e-05,0.0245361328125,0.001,-1.0,5998.896647036,13928.0,13899.0,0.1958951039705425,,0.0,0.0012040523799336,1.0,0.2640949487686157,,,0.0,66.0,0.7137326389783993,2.6067752350354567,0.0,0.1184940785169601,0.0,3.59344744682312
332,,5.51953125,0.1484375,0.0,-1.0,,1774995188.8885372,0.0327215950237587,63.02313470840454,4.17330302298069e-05,10.0,1.687321837806621e-09,0.0,1e-06,-0.0239474698901176,27336.0,0.0,13668.0,2.2253605499863625,0.1371457874774933,0.173353559773659,31.856106902007014,3.222758417017758,,0.0,-1.0,0.998928427696228,0.2070203779730945,-0.016845703125,,6.0,1.0002135038375854,2.0,0.0,23.9453125,4.0,5.51953125,0.2910540708967446,332.0,1.1778433322906494,429.0543110633171,2.0,11.2988314779941,0.4133315583111684,7.956254082033411,-1.0,0.0134628473315387,2.0,13668.0,11.0,4.0,31.856106902007014,2.7381000109016892e-05,18.392276287078857,1e-05,0.0,0.0,0.510879876886304,10.0,14.0,0.1564349979162216,0.0,13675.0,-2.7910451889038086,107.0,0.0,0.0528242900036275,0.0,0.0161700818571262,0.94921875,0.0,-0.000918753775295,0.1274463839945383,0.1316168605117127,-0.0239474698901176,52.21520233154297,0.0814076876641192,3.7766022420255463,101.26171875,0.1178942938622241,222.0,5.686928629875183,9.64500941336155e-06,0.10595703125,0.001,-1.0,6030.75139243,13668.0,13661.0,0.2070203779730945,,0.0,0.0011970147433332,1.0,0.4781500101089477,,,0.0,63.0,0.7218732660403475,2.580554693005979,0.0,0.1420706510543823,0.0013159352820366,3.71184515953064
