step,solve_rate,response_length,reward,kl_div,timing_s/agent_loop/slowest/num_preempted,val-aux/num_turns/min,_timestamp,timing_s/adv,actor/grad_norm,timing_s/stop_profile,response_length_non_aborted/max,critic/advantages/mean,response_length/clip_ratio,actor/lr,critic/returns/min,perf/total_num_tokens,timing_s/agent_loop/tool_calls/min,global_seqlen/mean,timing_s/values,critic/returns/mean,timing_s/agent_loop/generate_sequences/mean,perf/time_per_step,timing_s/ref,timing_s/testing,perf/mfu/actor_infer,timing_s/agent_loop/num_preempted/mean,critic/rewards/max,timing_s/agent_loop/generate_sequences/max,critic/values/min,val-aux/num_turns/mean,timing_s/agent_loop/slowest/response_length,critic/returns/max,num_turns/max,prompt_length/clip_ratio,perf/max_memory_reserved_gb,response_length_non_aborted/min,response_length_non_aborted/mean,timing_per_token_ms/update_critic,_step,actor/reward_kl_penalty,perf/throughput,num_turns/mean,timing_s/update_actor,timing_per_token_ms/update_actor,timing_s/update_critic,timing_s/agent_loop/num_preempted/max,actor/pg_loss,num_turns/min,global_seqlen/balanced_max,training/epoch,response_length/min,timing_s/step,timing_s/start_profile,perf/max_memory_allocated_gb,critic/lr,timing_s/agent_loop/slowest/tool_calls,response_length_non_aborted/clip_ratio,timing_per_token_ms/gen,response_length/max,global_seqlen/minmax_diff,actor/entropy,response/aborted_ratio,global_seqlen/max,critic/advantages/min,timing_s/agent_loop/slowest/prompt_length,critic/score/min,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/tool_calls/mean,actor/pg_clipfrac,critic/values/max,timing_s/agent_loop/tool_calls/max,actor/ppo_kl,critic/vf_loss,critic/vpred_mean,critic/rewards/min,perf/cpu_memory_used_gb,timing_per_token_ms/values,timing_s/old_log_prob,prompt_length/mean,timing_per_token_ms/ref,prompt_length/max,critic/grad_norm,timing_s/reward,critic/values/mean,actor/reward_kl_penalty_coeff,timing_s/agent_loop/num_preempted/min,_runtime,global_seqlen/balanced_min,global_seqlen/min,timing_s/agent_loop/slowest/generate_sequences,val-aux/num_turns/max,perf/mfu/critic,timing_per_token_ms/adv,critic/score/max,critic/vf_explained_var,val-aux/openai/gsm8k/reward/mean@1,timing_s/save_checkpoint,perf/mfu/actor,prompt_length/min,timing_s/gen,timing_s/update_weights,critic/vf_clipfrac,critic/rewards/mean,actor/pg_clipfrac_lower,critic/advantages/max
257,,5.65234375,0.125,0.0,-1.0,,1774992623.1174283,0.027121398015879,30.124574661254883,4.384689964354038e-05,16.0,-3.954419902640893e-09,0.0,1e-06,-0.0208678990602493,28436.0,0.0,14218.0,2.1918879479635507,0.1076672673225402,0.1743903473375212,31.87111031205859,3.2166338079841807,,0.0,-1.0,1.0000779628753662,0.2077457490377128,-0.005767822265625,,10.0,1.000855803489685,2.0,0.0,23.9453125,4.0,5.65234375,0.2797837102259913,257.0,1.146019697189331,446.1093404273572,2.0,11.346588549087755,0.3990219633242283,7.95592958398629,-1.0,-0.0404973500408232,2.0,14218.0,8.0,4.0,31.87111031205859,2.7862959541380405e-05,18.392276287078857,1e-05,0.0,0.0,0.4902578182820985,16.0,320.0,0.2253687679767608,0.0,14378.0,-4.222621917724609,145.0,0.0,0.1172519190004095,0.0,0.0175481503247283,1.2578125,0.0,0.0028347142251732,0.1658861870382679,0.1396747289109043,-0.020867908373475,52.12177658081055,0.0770814442243476,3.786549445008859,105.42578125,0.1131183643263532,195.0,6.230930685997009,1.151696778833866e-05,0.1796875,0.001,-1.0,3464.991843951,14218.0,14058.0,0.2077457490377128,,0.0,0.0009537697994049,1.0,0.1995435953140258,,,0.0,66.0,0.7094030630541965,2.594829456997104,0.0,0.1186412200331687,0.0,3.6082372665405273
258,,5.5859375,0.109375,0.0,-1.0,,1774992654.983716,0.0328553389990702,43.064870834350586,4.22339653596282e-05,10.0,1.2004291782830025e-08,0.0,1e-06,-0.0235622823238372,27615.0,0.0,13807.5,2.1860356910619885,0.0984539613127708,0.1793308739847816,31.86083893594332,3.214159994968213,,0.0,-1.0,1.0004770755767822,0.2136828399961814,0.006683349609375,,9.0,1.0008313655853271,2.0,0.0,23.9453125,4.0,5.5859375,0.2890197737459461,258.0,1.1602500677108765,433.3690028614808,2.0,11.333107091020793,0.4103967804099508,7.981281051994301,-1.0,-0.025971008464694,2.0,13808.0,8.0,4.0,31.86083893594332,2.7170986868441105e-05,18.392276287078857,1e-05,0.0,0.0,0.5293680210044229,10.0,425.0,0.2427719682455063,0.0,14020.0,-2.92634654045105,84.0,0.0,0.1430175389396026,0.0,0.0159188203397206,1.2109375,0.0,0.0015028067482489,0.1335974264948163,0.1010178293727221,-0.0235622953623533,52.15398025512695,0.0791611693305083,3.777017390006222,102.28515625,0.116391815859794,186.0,6.478485465049744,1.0736985132098198e-05,0.146484375,0.001,-1.0,3496.877307214,13807.0,13595.0,0.2136828399961814,,0.0,0.0011897642223092,1.0,0.3151689767837524,,,0.0,56.0,0.7569962700363249,2.5380027749342844,0.0,0.1029438972473144,0.0,4.134400367736816
259,,5.59375,0.13671875,0.0,-1.0,,1774992686.8691669,0.0237011170247569,30.653537273406982,4.313501995056868e-05,12.0,-5.827269777824995e-09,0.0,1e-06,-0.0248462557792663,28279.0,0.0,14139.5,2.197461170027964,0.1239166483283042,0.180020077928475,31.879965889034796,3.220795684028417,,0.0,-1.0,0.9986363649368286,0.2167210830375552,-0.00994873046875,,9.0,0.9999955892562866,2.0,0.0,23.9453125,4.0,5.59375,0.2831734239877178,259.0,1.2196500301361084,443.5230592534392,2.0,11.34267660509795,0.4010989287138141,8.007861256948672,-1.0,0.0171651998534798,2.0,14140.0,8.0,4.0,31.879965889034796,2.783199306577444e-05,18.392276287078857,1e-05,0.0,0.0,0.5086795363494575,12.0,1.0,0.2244185507297516,0.0,14140.0,-3.2540111541748047,107.0,0.0,0.0598043639911338,0.0,0.0215022159391082,1.0859375,0.0,0.0079814903729129,0.1805012340555549,0.1213083938928321,-0.0248462557792663,52.17866134643555,0.0777064666370085,3.771586627000943,104.87109375,0.1138935494193011,180.0,5.797097206115723,9.334064088761806e-06,0.1318359375,0.001,-1.0,3541.0286281,14139.0,14139.0,0.2167210830375552,,0.0,0.0008381172256712,1.0,0.2148386836051941,,,0.0,68.0,0.7284290960524231,2.546142028993927,0.0,0.1300113052129745,0.0006377550889737,3.2843916416168213
260,0.0788476118271417,5.4765625,0.1171875,0.0,-1.0,2.0,1774992731.0204918,0.0323451539734378,30.842849254608154,9.06679779291153e-05,10.0,2.2107286667960583e-08,0.0,1e-06,-0.0271131098270416,27884.0,0.0,13942.0,2.202457529027015,0.1095547527074813,0.1722045485253147,42.35635584499687,3.312264656997286,1.7863121000118554,0.0,-1.0,0.9974636435508728,0.2053913299459964,-0.11474609375,2.0,9.0,1.000045895576477,2.0,0.0,23.9453125,4.0,5.4765625,0.286965861674994,260.0,1.1859644651412964,329.15957291086994,2.0,11.35420017002616,0.4071940958982269,8.001756086945534,-1.0,-0.0091611725511029,2.0,13942.0,8.0,4.0,42.35635584499687,3.412109799683094e-05,18.392276287078857,1e-05,0.0,0.0,0.520316031399434,10.0,258.0,0.2250065803527832,0.0,14071.0,-3.6631920337677,156.0,0.0,0.136198041960597,0.0,0.0255748255294747,0.98828125,0.0,0.0013298314297571,0.1834674286001245,0.108740253205724,-0.0271131135523319,52.20066833496094,0.0789864269483221,3.781250046100467,103.4453125,0.1187872850737801,212.0,5.7245166301727295,8.96397978067398e-06,0.0478515625,0.001,-1.0,3573.063703242,13942.0,13813.0,0.2053913299459964,2.0,0.0,0.0011599897422693,1.0,0.1855235695838928,0.0788476118271417,10.286207598051988,0.0,68.0,0.7294830760220066,2.615448343916796,0.0,0.1106918305158615,0.0007440476329065,3.5123555660247803
261,,5.47265625,0.14453125,0.0,-1.0,,1774992763.0553532,0.0332934090401977,32.778446197509766,6.235390901565552e-05,11.0,1.021064566231189e-08,0.0,1e-06,-0.0244072824716568,27604.0,0.0,13802.0,2.189336795010604,0.1290780007839203,0.1618308933443586,32.02817814995069,3.273099710000679,,0.0,-1.0,1.0000560283660889,0.1959910079604014,-0.0390625,,8.0,1.0001945495605469,2.0,0.0,23.9453125,4.0,5.47265625,0.2886236728379688,261.0,1.1730444431304932,430.9330345104643,2.0,11.312875580973923,0.4098274011365716,7.967167865019292,-1.0,0.0331907044164836,2.0,13802.0,8.0,4.0,32.02817814995069,3.0376017093658447e-05,18.392276287078857,1e-05,0.0,0.0,0.5111912055024818,11.0,90.0,0.1992615759372711,0.0,13847.0,-2.1128413677215576,149.0,0.0,0.0930110970512032,0.0,0.0167019478976726,0.6796875,0.0,0.0007270795540534,0.1916478401981294,0.1366811137413606,-0.0244072843343019,52.235469818115234,0.0793123023840966,3.78976898395922,102.35546875,0.1185733846544225,190.0,6.951446741819382,1.2388918548822405e-05,0.1513671875,0.001,-1.0,3605.330972394,13802.0,13757.0,0.1959910079604014,,0.0,0.0012061081379581,1.0,0.1613397598266601,,,0.0,70.0,0.7161788789089769,2.7021817000349984,0.0,0.1382268369197845,0.0,3.1986632347106934
262,,5.390625,0.13671875,0.0,-1.0,,1774992795.3227518,0.0383753919741138,25.59510564804077,5.22789778187871e-05,10.0,4.837478417840657e-09,0.0,1e-06,-0.0258535593748092,27647.0,0.0,13823.5,2.2286070559639484,0.1245892941951751,0.1644745219864489,31.92354346101638,3.238895231974311,,0.0,-1.0,1.0002681016921997,0.193122518947348,0.005218505859375,,7.0,1.00143563747406,2.0,0.0,23.9453125,4.0,5.390625,0.2886569569571924,262.0,1.1881223917007446,433.0189728743818,2.0,11.320913117029704,0.4094807073834305,7.980498888995498,-1.0,0.0143553393427282,2.0,13824.0,9.0,4.0,31.92354346101638,0.0002745559904724,18.392276287078857,1e-05,0.0,0.0,0.5103516521478962,10.0,549.0,0.2038203626871109,0.0,14098.0,-1.9069721698760984,103.0,0.0,0.1173441560240462,0.0,0.0175252058543264,0.6875,0.0,-0.0001883367990558,0.170001196587691,0.1287742509739473,-0.0258535481989383,52.0322151184082,0.0806093628952128,3.8115849379682913,102.60546875,0.11715177892626,173.0,3.617271602153778,6.18139747530222e-05,0.146484375,0.001,-1.0,3637.318331899,13823.0,13549.0,0.193122518947348,,0.0,0.0013880490459765,1.0,0.2438874840736389,,,0.0,64.0,0.7042852799640968,2.5389693919569254,0.0,0.1303922533988952,0.0,3.258190631866455
263,,5.73828125,0.140625,0.0,-1.0,,1774992827.309898,0.0250427060527727,47.55850553512573,6.87440624460578e-05,72.0,-6.329696766727011e-09,0.0,1e-06,-0.0237893462181091,28428.0,0.0,14214.0,2.190794724971056,0.1198682710528373,0.1809060306732135,31.979473815998062,3.232982659013942,,0.0,-1.0,0.9987399578094482,0.3585428750375286,-0.05859375,,72.0,1.0018744468688965,2.0,0.0,23.9453125,4.0,5.73828125,0.2802379316201115,263.0,1.0853233337402344,444.4726039516416,2.0,11.392073145019822,0.4007342459905664,7.9666039200965315,-1.0,-0.0363288545049726,2.0,14214.0,9.0,4.0,31.979473815998062,2.820300869643688e-05,18.392276287078857,1e-05,0.0,0.0,0.5825682007660107,72.0,522.0,0.3043887913227081,0.0,14475.0,-2.3225371837615967,104.0,0.0,0.0574386840453371,0.0,0.0123748885816894,0.71484375,0.0,-0.0001745448898873,0.1312256004166556,0.1048530208645388,-0.0237893313169479,52.068546295166016,0.0770646800679279,3.7743370849639177,105.30859375,0.1137252940415766,184.0,7.617495268583298,1.322000753134489e-05,0.12890625,0.001,-1.0,3669.310649157,14214.0,13953.0,0.3585428750375286,,0.0,0.0008809169147591,1.0,0.4006399512290954,,,0.0,67.0,0.8557926869252697,2.503958455985412,0.0,0.1347000747919082,0.0006648935959674,3.771425485610962
264,,5.765625,0.12890625,0.0,-1.0,,1774992859.3025937,0.0278306549880653,57.76629114151001,4.337599966675043e-05,75.0,-3.8767247190207854e-09,0.0,1e-06,-0.0261441767215728,28631.0,0.0,14315.5,2.196684953989461,0.1126619651913642,0.1792807162137251,31.986475412966684,3.218447296996601,,0.0,-1.0,0.9975016713142396,0.373590879025869,-0.134765625,,75.0,0.9999842047691344,2.0,0.0,23.9453125,4.0,5.765625,0.2787167308489058,264.0,1.1751866340637207,447.5485284070023,2.0,11.335316392942332,0.3959106001516654,7.979938720935024,-1.0,-0.1212567304028198,2.0,14335.0,9.0,4.0,31.986475412966684,2.7080997824668884e-05,18.392276287078857,1e-05,0.0,0.0,0.5966137838644558,75.0,275.0,0.2412091940641403,0.0,14453.0,-4.679727077484131,96.0,0.0,0.0535370559664443,0.0,0.0209241980337537,1.125,0.0,-0.0001361189833914,0.1398333596880547,0.158319056914479,-0.0261441841721534,52.047462463378906,0.0767240038416213,3.77961101802066,106.07421875,0.1124112778805001,256.0,11.487588167190552,1.1777970939874647e-05,0.10205078125,0.001,-1.0,3713.965024494,14296.0,14178.0,0.373590879025869,,0.0,0.0009720462082381,1.0,0.4315174221992492,,,0.0,68.0,0.8806019449839368,2.5254009059863165,0.0,0.1225602477788925,0.0007267441833391,4.433523178100586
265,0.0735405610310841,5.37890625,0.13671875,0.0,-1.0,2.0,1774992903.956854,0.0333580629667267,38.28115892410278,9.064807090908288e-05,23.0,-2.4413230548248066e-08,0.0,1e-06,-0.030081883072853,27514.0,0.0,13757.0,2.2062457751017064,0.1254874765872955,0.1746352450536505,42.82740725390613,3.236762915039435,1.8209285190096125,0.0,-1.0,0.9979732036590576,0.2306745260721072,-0.189453125,2.0,23.0,0.9999947547912598,2.0,0.0,23.9453125,4.0,5.37890625,0.2898378130768482,265.0,1.2147212028503418,321.21953865757945,2.0,11.336818885058165,0.412038194557613,7.974597588996403,-1.0,-0.0025516281020827,2.0,13757.0,9.0,4.0,42.82740725390613,3.062596078962088e-05,18.392276287078857,1e-05,0.0,0.0,0.5299784610867663,23.0,396.0,0.2460019737482071,0.0,13955.0,-4.770551681518555,103.0,0.0,0.1036778350826352,0.0,0.0179693954996764,1.5703125,0.0,0.0082688125294225,0.1756581805675523,0.2184466644976055,-0.0300818718969821,52.05941390991211,0.0801862969797814,3.840686290990561,102.09765625,0.1176405798880364,189.0,23.11810022592545,1.1136988177895546e-05,0.06787109375,0.001,-1.0,3745.881092568,13757.0,13559.0,0.2306745260721072,2.0,0.0,0.0012124032480456,1.0,0.4617150425910949,0.0735405610310841,10.688778011943214,0.0,66.0,0.7297803409164771,2.747638502973132,0.0,0.1303313374519348,0.0,3.9563047885894775
266,,5.37109375,0.1015625,0.0,-1.0,,1774992935.8730216,0.0327108119381591,30.80960464477539,9.89600084722042e-05,8.0,2.878362437286341e-08,0.0,1e-06,-0.024967685341835,28181.0,0.0,14090.5,2.232739954954013,0.0990125387907028,0.1634324389651738,31.908279813011177,3.210869911010377,,0.0,-1.0,1.0004589557647705,0.1945990519598126,0.0849609375,,8.0,1.002386212348938,2.0,0.0,23.9453125,4.0,5.37109375,0.283991854053178,266.0,1.3313391208648682,441.5938459413392,2.0,11.299945376929829,0.4009774449781706,8.003174439072609,-1.0,0.0507432888261973,2.0,14091.0,9.0,4.0,31.908279813011177,2.766191028058529e-05,18.392276287078857,1e-05,0.0,0.0,0.5069159090688283,8.0,7.0,0.2080807238817215,0.0,14094.0,-3.310797691345215,103.0,0.0,0.0452683439943939,0.0,0.0131788356229662,1.6484375,0.0,-0.0027536755733308,0.1351799750991631,0.1038398302189307,-0.0249676872044801,52.14738464355469,0.0792285566500128,3.787990737007931,104.7109375,0.1139374014765401,175.0,26.35897159576416,1.1496944352984428e-05,0.310546875,0.001,-1.0,3777.90035722,14090.0,14087.0,0.1945990519598126,,0.0,0.0011607399289648,1.0,0.5335474014282227,,,0.0,70.0,0.6970093749696389,2.5984830800443888,0.0,0.094541534781456,0.0,4.971127986907959
267,,5.59375,0.12890625,0.0,-1.0,,1774992967.8922386,0.0321687510004267,29.565635919570923,7.076701149344444e-05,64.0,-9.989605809224143e-10,0.0,1e-06,-0.022595539689064,27951.0,0.0,13975.5,2.1868190969107677,0.1137211099267005,0.174367263287877,32.0109763139626,3.24401395895984,,0.0,-1.0,0.9982247352600098,0.3368203799473122,-0.291015625,,64.0,1.000924587249756,2.0,0.0,23.9453125,3.0,5.59375,0.2843241112315111,267.0,1.3038890361785889,436.5846221911121,2.0,11.320920617086813,0.4050273914023403,7.947143233031966,-1.0,-0.0085332902090158,2.0,13976.0,9.0,3.0,32.0109763139626,6.904394831508398e-05,18.392276287078857,1e-05,0.0,0.0,0.5881384071339879,64.0,361.0,0.2606825828552246,0.0,14156.0,-4.227962017059326,100.0,0.0,0.0565725559135898,0.0,0.0139040664071217,1.1328125,0.0,7.324279022213886e-05,0.1405283538770163,0.1267580495950824,-0.0225955266505479,52.15718078613281,0.0782375978287276,3.822869408992119,103.58984375,0.1160607476998976,216.0,20.35309481620789,1.4021061360836027e-05,-0.055908203125,0.001,-1.0,3810.173678089,13975.0,13795.0,0.3368203799473122,,0.0,0.0011508980358637,1.0,0.507784366607666,,,0.0,66.0,0.8422141990158707,2.5705693379277363,0.0,0.1219546049833297,0.0,4.430877208709717
268,,6.0078125,0.13671875,0.0,-1.0,,1774993000.165628,0.0325618749484419,32.724284648895264,4.351604729890824e-05,106.0,-1.023122653265318e-08,0.0,1e-06,-0.0354654192924499,27434.0,0.0,13717.0,2.2207408469403163,0.110648900270462,0.1777062474120612,32.26778550900053,3.2293949220329523,,0.0,-1.0,0.998561143875122,0.4443096820032224,0.02197265625,,106.0,1.0003020763397217,2.0,0.0,23.9453125,4.0,6.0078125,0.2912598981917108,268.0,1.247827649116516,425.0988961164962,2.0,11.345015211962163,0.4135385001079741,7.990424046991393,-1.0,-0.2647066932404414,2.0,13717.0,9.0,4.0,32.26778550900053,2.296408638358116e-05,18.392276287078857,1e-05,0.0,0.0,0.6245958439579479,106.0,268.0,0.311299204826355,0.0,13851.0,-3.634959936141968,98.0,0.0,0.0594886799808591,0.0,0.0134073707158677,1.3515625,0.0,0.002533593604312,0.1420056054630549,0.1756976735196076,-0.035465408116579,52.178001403808594,0.0809484889895865,3.800229836953804,101.15625,0.117715058760405,182.0,10.255594044923782,1.1687981896102428e-05,0.287109375,0.001,-1.0,3842.351901439,13717.0,13583.0,0.4443096820032224,,0.0,0.0011869167802158,1.0,0.3278869390487671,,,0.0,70.0,0.9606284080073236,2.6470723539823666,0.0,0.1299519836902618,0.0007267441833391,3.9574711322784415
269,,5.6171875,0.125,0.0,-1.0,,1774993032.3434367,0.0321708519477397,43.07546663284302,6.752193439751863e-05,42.0,-6.963546628213635e-09,0.0,1e-06,-0.0286323949694633,27637.0,0.0,13818.5,2.1932817440247163,0.1026021689176559,0.1725063545718512,32.16554715891834,3.243591682985425,,0.0,-1.0,0.9978455901145936,0.2521358440862968,-0.26953125,,42.0,0.9999451637268066,2.0,0.0,23.9453125,4.0,5.6171875,0.2894819712342956,269.0,1.2328200340270996,429.6056252899348,2.0,11.453321985085497,0.4144198713711869,8.000413239002228,-1.0,0.0189011325128376,2.0,13819.0,9.0,4.0,32.16554715891834,3.716594073921442e-05,18.392276287078857,1e-05,0.0,0.0,0.5374399151605125,42.0,367.0,0.2456358969211578,0.0,14002.0,-4.108227252960205,112.0,0.0,0.1384444489376619,0.0,0.0171851133927702,1.1484375,0.0,0.0020696369110737,0.1163930812326725,0.1243998705758713,-0.028632391244173,52.19318389892578,0.0793603409930425,3.839575147954747,102.33984375,0.1173641018556798,201.0,14.108554363250732,1.4101970009505749e-05,-0.007293701171875,0.001,-1.0,3885.555068088,13818.0,13635.0,0.2521358440862968,,0.0,0.0011640500759033,1.0,0.4983947277069092,,,0.0,65.0,0.772838598000817,2.587478518951684,0.0,0.1183825209736824,0.0006510416860692,4.518444061279297
270,0.0758150113722517,5.44140625,0.125,0.0,-1.0,2.0,1774993075.5469882,0.0324428740423172,42.1767315864563,8.89849616214633e-05,10.0,-6.846190281351028e-10,0.0,1e-06,-0.0206013917922973,28089.0,0.0,14044.5,2.195901892031543,0.1075243279337883,0.1784820816487808,41.36764683702495,3.236964461975731,1.8167732920264823,0.0,-1.0,0.9985576868057252,0.2109815280418843,-0.09716796875,2.0,6.0,0.9999799132347108,2.0,0.0,23.9453125,4.0,5.44140625,0.2863997107420029,270.0,1.1964192390441897,339.50444547476326,2.0,11.368061725050213,0.4047157864306387,8.044681475032121,-1.0,0.0189584768377244,2.0,14045.0,9.0,4.0,41.36764683702495,7.88089819252491e-05,18.392276287078857,1e-05,0.0,0.0,0.5228870157359672,10.0,51.0,0.2010010331869125,0.0,14070.0,-4.013456344604492,86.0,0.0,0.099142708000727,0.0,0.0151823697378858,1.2265625,0.0,0.0038197050689632,0.1536914398020599,0.0818866518820868,-0.0206013806164264,52.21061706542969,0.0781765777361793,3.7806604709476233,104.28125,0.1152395764169508,199.0,16.280202627182007,9.845010936260223e-06,0.201171875,0.001,-1.0,3917.337148074,14044.0,14019.0,0.2109815280418843,2.0,0.0,0.0011550028139954,1.0,0.3351082801818847,0.0758150113722517,9.439705546014013,0.0,68.0,0.7283816129202023,2.498115610913373,0.0,0.1185597404837608,0.0008223684271797,3.9955005645751953
271,,5.515625,0.13671875,0.0,-1.0,,1774993107.32908,0.0279698609374463,41.811670780181885,4.164292477071285e-05,31.0,-1.6209762421226518e-08,0.0,1e-06,-0.0285188853740692,27614.0,0.0,13807.0,2.2048258329741657,0.1334760785102844,0.1665203073239354,31.775976947974414,3.2175046909833327,,0.0,-1.0,0.998712956905365,0.2211480729747563,-0.09375,,31.0,1.00046968460083,2.0,0.0,23.9453125,4.0,5.515625,0.2898698699936954,271.0,1.2153465747833252,434.5106374732607,2.0,11.304044489981608,0.4093591833845733,8.004466590005904,-1.0,0.067845833254978,2.0,13807.0,9.0,4.0,31.775976947974414,2.9975082725286484e-05,18.392276287078857,1e-05,0.0,0.0,0.5040233463402468,31.0,246.0,0.1836533993482589,0.0,13930.0,-3.3997154235839844,101.0,0.0,0.0754402140155434,0.0,0.0177633984130807,0.9765625,0.0,0.0008227562029787,0.1565396115474868,0.1679193819873035,-0.0285188816487789,52.14768981933594,0.0798444931184966,3.7858310739975423,102.3515625,0.1165171540154752,222.0,11.95821738243103,9.284005500376225e-06,0.173828125,0.001,-1.0,3949.206815724,13807.0,13684.0,0.2211480729747563,,0.0,0.0010128869753547,1.0,0.3608891367912292,,,0.0,66.0,0.7116809650324285,2.488296987023205,0.0,0.1301826238632202,0.0015243901871144,3.74664306640625
272,,5.44921875,0.1484375,0.0,-1.0,,1774993139.1987948,0.0324544000905007,34.71564817428589,4.0790997445583344e-05,12.0,-1.880003042131761e-09,0.0,1e-06,-0.0228298269212245,27880.0,0.0,13940.0,2.1883514990331605,0.1395297199487686,0.1746416459545798,31.864319434040222,3.2118800369789824,,0.0,-1.0,0.9978333115577698,0.207111491006799,-0.11669921875,,8.0,1.0008034706115725,2.0,0.0,23.9453125,3.0,5.44921875,0.2852361838261822,272.0,1.2127193212509155,437.47992260923934,2.0,11.320732927066274,0.4060521135963513,7.952384805073962,-1.0,0.0149704171344637,2.0,13940.0,9.0,3.0,31.864319434040222,2.8913957066833973e-05,18.392276287078857,1e-05,0.0,0.0,0.5188837089979734,12.0,20.0,0.1937460154294967,0.0,13950.0,-2.0335798263549805,115.0,0.0,0.1152252809843048,0.0,0.0170842879451811,0.96484375,0.0,0.0020542782040138,0.12840654750471,0.1213256818300578,-0.0228298250585794,52.11717224121094,0.07849180412601,3.775306481984444,103.45703125,0.1152037315989591,195.0,4.372513383626938,9.775045327842236e-06,0.1123046875,0.001,-1.0,3981.310003609,13940.0,13930.0,0.207111491006799,,0.0,0.001164074608698,1.0,0.474235475063324,,,0.0,66.0,0.7238427740521729,2.618530129897408,0.0,0.1419298201799392,0.0006648935959674,3.982070207595825
273,,5.46484375,0.125,0.0,-1.0,,1774993171.301925,0.0328277850057929,39.58907151222229,4.152301698923111e-05,11.0,4.090097149855865e-09,0.0,1e-06,-0.0241589397192001,28207.0,0.0,14103.5,2.195986527018249,0.110329084098339,0.1794611699447159,32.09753178199753,3.2928227219963446,,0.0,-1.0,0.998229444026947,0.2137248900253325,-0.109375,,11.0,0.9999803900718688,2.0,0.0,23.9453125,4.0,5.46484375,0.2826312823065839,273.0,1.234971046447754,439.3951564808543,2.0,11.356036290992051,0.4025963871022105,7.972180580021813,-1.0,0.014286903431639,2.0,14104.0,9.0,4.0,32.09753178199753,2.9243994504213333e-05,18.392276287078857,1e-05,0.0,0.0,0.526775388124321,11.0,11.0,0.1745222359895706,0.0,14109.0,-4.384498596191406,101.0,0.0,0.0556761240586638,0.0,0.0171139781014062,1.1484375,0.0,0.0054578090803261,0.1543074539804365,0.1448334210435859,-0.0241589453071355,52.13312149047852,0.0778525375622451,3.780961007927544,104.71875,0.1167377857268176,194.0,12.082862615585327,1.0014977306127548e-05,0.1123046875,0.001,-1.0,4013.193968678,14103.0,14098.0,0.2137248900253325,,0.0,0.0011638169605343,1.0,0.3292956352233886,,,0.0,68.0,0.7369587679859251,2.6871960889548063,0.0,0.1182815134525299,0.0,3.9954636096954346
274,,5.46875,0.16015625,0.0,-1.0,,1774993203.1859028,0.0322758189868181,36.729400634765625,4.4277054257690907e-05,13.0,6.471361224669181e-09,0.0,1e-06,-0.0289086028933525,28084.0,0.0,14042.0,2.2210621560225263,0.1471889615058899,0.1774111795443786,31.874118563951924,3.208079934003763,,0.0,-1.0,0.9985905885696412,0.2153524099849164,-0.146484375,,9.0,1.0026443004608154,2.0,0.0,23.9453125,4.0,5.46875,0.2835116406133046,274.0,1.2718970775604248,440.5455156924973,2.0,11.342996963998305,0.4038953483833607,7.962140914984047,-1.0,-0.0068643686827272,2.0,14042.0,9.0,4.0,31.874118563951924,2.8031994588673115e-05,18.392276287078857,1e-05,0.0,0.0,0.5197226421608191,13.0,260.0,0.2018286138772964,0.0,14172.0,-3.6139070987701416,116.0,0.0,0.0557223719079047,0.0,0.0119357533403672,1.3828125,0.0,0.0043872495966752,0.1337053552633733,0.185816596931545,-0.0289085991680622,52.10942840576172,0.0790863892615911,3.77195414097514,104.234375,0.1142315885915027,212.0,9.532125353813171,9.885057806968687e-06,0.1337890625,0.001,-1.0,4056.088777983,14042.0,13912.0,0.2153524099849164,,0.0,0.0011492600408352,1.0,0.4993909001350403,,,0.0,67.0,0.7276116990251467,2.564985975041054,0.0,0.1533500850200653,0.0006648935959674,4.310657024383545
